attempt,result,running_mean
62,-0.29615088655508937,0.38462768111793433
63,0.5418698918021927,0.38712358922403367
64,0.05156287096217582,0.38188045300119217
65,-0.27416708161719594,0.3717874140070631
66,0.8186313946576391,0.37855777735025364
67,0.867807299996662,0.3858600090315433
68,0.12310799017366325,0.3819960087542216
69,0.8036960511623771,0.3881076035717311
70,0.20430512508691231,0.3854818538790908
71,0.2570880984488533,0.38367349112655225
72,-0.15359608055553486,0.37621141374207884
73,0.2533916602417605,0.37452895136536213
74,0.9148441112786742,0.38183050758040693
75,-0.01365730923146613,0.37655733668958197
76,-0.03203850770467759,0.3711810755791312
77,1.2874012377796031,0.38308003872459184
78,0.8948781436403171,0.38964155289017804
79,0.46567451136276417,0.39060399540248925
80,1.0454065571398339,0.3987890274242061
81,0.22543839497755513,0.3966488961594326
82,0.2690800964247194,0.39509317908949704
83,0.024188622669231274,0.3906244494940721
84,0.04723246880263088,0.38653644972393597
85,-0.19925025230430438,0.37964484146478017
86,-0.13256686266718842,0.373688891416734
87,-0.0814813004832774,0.36845705013052704
88,-0.3489082624382728,0.36030517157860886
89,0.035828948937880356,0.35665937132421865
90,0.4329972710556039,0.3575075702101229
91,0.39924744929058226,0.35796625020001804
92,-0.04935653978727178,0.35353882856972146
93,0.2558748602602289,0.3524886783728452
94,-0.6314812747039905,0.342020912914581
95,-0.07640964456048627,0.3376163807306329
96,0.9147489576099479,0.34362817840645904
97,0.005042422551668813,0.34013760360383233
98,-0.8082184177440294,0.3284196850186501
99,0.5084598369607747,0.3302382724120049
100,-0.9372742770608763,0.31756314691727605
101,-0.40586436076480015,0.31040049832636446
102,0.8811759766501753,0.3159963363491469
103,0.6003636578280807,0.3187571841304958
104,0.3105824160975842,0.3186785805917178
105,0.28857960437369773,0.3183919236753556
106,0.09321736374912842,0.3162676353741648
107,0.4309928180061411,0.31733983334268795
108,-0.4413053165530738,0.31031534121402343
109,-0.24606389460022182,0.30521094455517717
110,1.1305809391061077,0.31271430814200385
111,0.5838308218592578,0.3151567992565737
112,1.726535025065087,0.3277583905584355
113,0.032388557333156986,0.3251444982290082
114,0.1515482224641303,0.3236217238801935
115,0.6034523760374805,0.3260550338989525
116,-0.12067584304705853,0.3222039056494179
117,0.5642674702148126,0.32427282500467774
118,0.9843764131255863,0.3298669232090922
119,0.22762057271903652,0.329007710179764
120,0.7936776126907603,0.3328799593673556
121,1.4501374579355621,0.34211349241337385
122,-0.45621069945712156,0.33556985149640256
123,-0.08887532279745336,0.3321190777216557
124,-0.323104920258235,0.32683501322181785
125,0.3658267859144373,0.3271469474033588
126,0.5979674346646188,0.3292963163498767
127,0.6841327722451396,0.33209030419157176
128,0.3441365736208875,0.33218441567148826
129,0.5106319699552828,0.3335677300457813
130,0.27648946703090244,0.3331286664841283
131,-0.34951512164302234,0.3279176452007149
132,0.17607400565115663,0.3267673145980668
133,-0.3407395349935498,0.3217484661048967
134,1.176294965126161,0.3281256787841599
135,-0.30762694098393395,0.323416400119211
136,0.5544215952268897,0.3251149677302969
137,0.4802447581747652,0.3262473019671178
138,-0.15152075783577768,0.3227852145772418
139,0.5529739767724953,0.32444124883763925
140,-0.4385659555181143,0.31899119737795534
141,0.2584819275432576,0.3185620536202624
142,0.7176657787110503,0.32137264323357784
143,0.7928972235810876,0.32467001792132266
144,-0.08949674871347008,0.3217938598196921
145,-0.1429897414087461,0.3185884556732891
146,0.7199633633039813,0.32133759887623903
147,0.0873309343691655,0.3197457168047623
148,0.21763760389173264,0.31905579712291754
149,-0.3694535271791958,0.3144349291745812
150,0.9651408346147741,0.31877296854418247
151,1.375757436183291,0.32577286568086533
152,-0.11474772840813052,0.3228747038776482
153,0.45639846743375334,0.32374740821461623
154,0.960835579188894,0.3278843443897739
155,1.2637693475734355,0.3339223121522491
156,0.6640905755657124,0.3360387753792585
157,-0.14650442675610154,0.3329652517987785
158,-0.29935855446737414,0.3289632023920307
159,0.4961918954148036,0.33001495517833745
160,-0.3418222006472651,0.32581597295442744
161,0.4647633975492619,0.3266790004363829
162,0.13987032496306354,0.3255258604643254
163,-0.015158374720872336,0.3234357731319009
164,1.1452158300056885,0.3284466271372289
165,0.20949032640132573,0.3277256798600416
166,0.8787557357275926,0.3310451380279184
167,0.38726022507896823,0.33138175531564923
168,1.064512971507181,0.3357456316025036
169,0.17710715539048433,0.3348069423941485
170,1.5862117942465073,0.3421681474050447
171,0.23173429129573703,0.3415223353810137
172,0.6494835737426625,0.3433128076970698
173,-0.19744608274767939,0.3401870337638631
174,0.26733328294851444,0.3397683340465335
175,-0.023117900636222655,0.33769469841977495
176,-0.15151918646071305,0.33491507407386306
177,0.4583360860524662,0.33561236792684956
178,0.30152201677604556,0.3354208491001597
179,0.49096490725152275,0.33628981031888233
180,-0.04041952007245575,0.33419698070559717
181,0.3902434438223497,0.334506629673093
182,1.385051909292021,0.34027885648418604
183,0.21353335093199036,0.33958625809319043
184,1.5672536634109209,0.3462583635568738
185,-0.27691132817079045,0.3428898787367242
186,-0.07235237320372939,0.3406573935112379
187,0.7097183741501907,0.342630981642997
188,-0.1338728076605653,0.3400963870190419
189,0.8427095073993522,0.34275571569830277
190,0.3778756759663272,0.34294055759445025
191,0.7749767306015665,0.34520252708663407
192,0.1192978979912307,0.3440259404767622
193,0.2912222250208052,0.3437523460961614
194,0.17947377771998527,0.34290554935195433
195,-0.6073341101077044,0.3380325254572894
196,0.2832588260452279,0.33775306780722786
197,-0.35226414073358603,0.33425044238316287
198,0.19737659434023924,0.33355916032234
199,-0.320026329697646,0.3302748111262597
200,0.650756860456412,0.3318772213729105
